,댓글,출처,,,,라벨링
64313,"@자매님 염병하네 ㅋㅋ 세상에 법만 있는게 아니라는건 문재인을 보면 알 수가 있지

한국같이 힘없고 다 망가진 야당을 상대로 한게 아니고 살아있는 권력 트럼프랑 여당인 공화당을 상대로 한거야...

이걸 그냥 넘겨? 왜? 본보기를 보여줘야지 사기를 치면 어떻게 되는지 ㅉㅉ 저 사람들이 너 같이 물렀으면 정치 못했지",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64314,@하무납트라 ㅋㅋ 살아있는권력 박근혜는? 지금 감방가있지 공화당이 트럼프 편이라는 학신이라도 있냐 공화당도 못믿는판에,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64315,"@자매님 내가 박근혜를 좋아하는건 아니지만 그때 박근혜가 힘이 있었으면 깜빵 안갔지

트럼프랑 공화당이 어 부정선거 했는데 우리가 권력 넘겨주고 물러나자 이럴꺼 같냐?

그럼 공화당이 ㅋㅋㅋ 트럼프가 아무리 미워도 민주당 바이든한태 내줄까 병신아 ㅋㅋㅋ 욕을 참을라 그래도

초딩도 알겠다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64316,@자매님 라이라이 해,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64317,좋은 정보 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64318,@딸북이잡는김삿갓 오늘자 가세연봐라 진짜 거짓말이 아니더라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64319,"@익명43fc6a 가세연이 양아치지만 이건 리얼이다.
나도 미국이 삼권분립이 확실하고
부정선거를 막기 위한 이중 삼중 장치가
있는지도 몰랐다.대부분 몰랐지.
그리고 공화당도 미리 대비를 했다더라.
지금 선거결과가 헛수고가 될 수도 있겠더라.
이 또한 부정선거를 막는장치겠지.
근데 이런 법이 19세기에 만들어졌더라.ㅋㅋ
꿀잼 팝콘각이다.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64320,"나는 틀니벌래~♬

이빨이 없네에에~♪

저기 탑골공원이 내 집인걸~~~~~~♪",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64321,@식객민웈 미친놈 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64322,@익명aecca2 틀니특징// 드립칠 대가리가 없어서 남에꺼 배껴다가 그대로 씀 ㅋㅋㅋ 노땅이라 독창성이 제로,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64323,@익명301179 ─틀─,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64324,@익명6c5012 ㅌ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64325,@식객민웈 개똥벌레 노래 아는거 보니 좆족틀딱이구랴,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64326,ㅂㅅ 망상딸 오지네 틀니 ㅅㅋ가. 무슨 ㅅㅂ 미국 정치를 드라마 보고 쳐 배웟나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64327,미국 민주당이 망가질대로 망가졌네...,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64328,@익명3578c9 이런 새끼 나대는거보니 부정선거 맞네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64329,@탄핵하라그새끼를 넌 캐삭빵 졌으면 회원탈퇴나해 ㅋㅋㅋㅋ 얼굴에 철판깔고 댓글 달고다니네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64330,@탄핵하라그새끼를 운필이 형님 애비랑 창녀 따먹으니까 좋던가요.... 이 씨발 틀딱새끼야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64331,@익명3578c9 ㅈ까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64332,"@익명3578c9 ㄹㅇ 저렇게 해서 이기면 그게 정상적인 대통령직이 가능하다고 생각하나 ㅋㅋ

저지랄하면 당 전체 무게감 떨어지고 그 다음선거부터 민주당이 독식할듯.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64333,@KE제주충 미통당 꼬라지남 ㅋㅋ 뭘해돞욕처먹는,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64334,@자매님 공화당에서 적당히 손절칠듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64335,"@익명3578c9 넌 일베에서 허구언날 털리면서
왜 개차반 찌질이처럼 일베에 붙어있노?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64336,@익명3578c9 부정이든 사기든 협박ㅈ공갈이건 이기면 장땡이라는 저짝동네 크라스.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64337,"@익명3578c9 븅신 부정선거 했으면 재선거를 하던가 자격을 박탈해야지 뭔 씹소리를 짓거려 ㅋㅋㅋㅋ

뭔 개같은소리야 그게 국민의 표를 의탁받아서 권력을 갖게 되는거야 짱께야

현 여당이 승복하고 부정선거 한놈을 대통령을 만들어 주라는거야?

공산주의 국가에 살아서 잘 모르나본데 저럴땐 깜빵을 보내야 되는거야 사형을 시키던가..",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64338,그래서 홍준표가 대통령 됏음?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64339,어이 김씨 개소리 그만하고 시멘트 포대나 빨리 날라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64340,일베충새끼들 맞는게 하나도 없네 시발 ㅠㅡㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64341,"이제 슬슬 정치글 신고들어갈려고 한다.

틀딱들아 적당히하자..",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64342,"좌파들은 이번 선거가 대통령선거인 줄 착각하고 있더라 ㅋㅋㅋㅋㅋㅋㅋ
의회가 선거인단을 새로 선출할 가능성 크다
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64343,@작은태양달별 좌파들은 하나만 알지. 둘은 몰라요.ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64344,"어차피 물증없으면 말짱꽝이다
오히려 노럼프 노이든집권후에 깜빵갈수도있음",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64345,@아이디는가치관 현재 여당이 공화당이다...대통령도 프럼프고 근데 야당이 부정선거를 했어? 그 다음 어떻게 될거 같냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64346,틀선족,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64347,ㅋㅋㅋㅋㅋ미친놈아 저렇게 하면 트럼프는 당선될지 몰라도 향후 수십년은 공화당 개 좆망하는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64348,@공부는재밌어 수십년 망할지는 투표해봐야 알지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64349,"@공부는재밌어 민주당이 한 짓이 민주주의를 파괴하는 행위거든 왜 공화당이?

민주당이 병신되야 맞는거지? 뭔 머리가 그렇게 돌아가냐?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64350,"@공부는재밌어 병신아, 부정투표 증거 하나 없이 저렇게 할것같냐? 명확한 증거가 있음에도 트럼프 배신때리면 그 후폭풍이 더커.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64351,"@익명0fc620 가만히 안 있겠지
그래서 의회에서 선출한 선거인단과 민주당이 주장하는 선거인단
두 개의 선거인단이 존재하는 거임 ㅋㅋㅋㅋㅋㅋㅋ
결국은 대법원으로 가게 됨

대법원 가면 트럼프 승리 ^^",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64352,"""틀""엄프 ㅁㅈㅎ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64353,ㅋㅋㅋㅋㅋㅋㅋ 트럼프 당선 확실! ㅇㅈㄹ 하면서 딸딸이치다가 패턴 바꿧노 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64354,"선거는 민주주의의 핵심이라 조금의 의심도 없어야하기때문에 법으로 엄격하게 시비를 가릴것을 정하고있음
근데 졌다고 걍 거는것도 아니고 105%랑 99.23% 이지랄하는데 당연히 엄격하게 가려야지
근데 이게 뭐가 추잡하고 결과에 승복하지 못하는거냐 병신들아ㅋㅋ
짱깨새끼들은 투표를 안해서 이걸 찌질하다 생각하는건가",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64355,@호조뚜 심지어 미국은 투표소에소 ID 카드 확인도 안하는데가 많다고 함. 아마 개표수가 지역주민 숫자보다 많은 이런동네들은 민주당 지지자들이 우편투표랑 현장투표 이중으로 참여했거나 아니면 가짜 신분으로(미시건에 1850년대생 투표자처럼) 무더기 표 넣었을 가능성이 상당히 큼.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64356,"@호조뚜 쨍깨들은 민주주의의 실체를 몰라요.
아마 이런게 있는지도 모를거다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64357,답은 바이든이 복상사밖에 없다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64358,"@양키고홈위드미 그럼 부통령 흑누나 집권 ㄷㄷ
PC 같던데 레알 최악일듯",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64359,@다리오 취임전 사망이니 트럼프가 승자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64360,부정선거 못 잡으면 지는게 맞음..,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64361,"근데 지금 미국 상황보면 일부 소수만 부정선거 주장하던 우리나라랑 다르게, 대부분의 보수 인사들이 죄다 부정선거 이야기 하고 있고 관련 영상들 조회수도 다 몇백만 넘음.
아마 이 사태는 단기간에 끝나지는 않을것 같다. 결국 대법원 가야 해결될 각임.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64362,"@프리드리히하이에크 한국은 보수당 새끼들이 제일 문제임.
저것들이 부정선거 부정하면서 핑계거리를 만들어줌.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64363,"맞아. 멀리 봤어. 그러나 부지런히 부정선거 증거 모으고
중국개입을 밝혀 민중의 분노를 바같으로 돌려야겠지. 그와중에 울나라 부정선거도 중공의 예행연습으로 밝히면 시나리오는 더 탄탄해지겠지.

그렇지 않고 저 시스템만 이용하면 진짜 공화당은 망함",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64364,@익명4c6c1a 저런게 부정선거를 막기위한 장차 아닐까 싶다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64365,"근데 뜬금없이 트위터에다 ""이제와서 소송해봤자 무슨 소용..."" 이건 왜 쓴거냐??",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64366,"@시선강간범 그건 울나라 좌파언론들의 오역이다.행복회로 돌리는거지.
아마 중공 시진핑도 몰랐거다.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64367,@시선강간범 그건 조선기자가 독해를 ㅂㅅ같이 해논거잖아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64368,아 병신 ㅋㅋㅋㅋ 뇌피셜 또 시작하네 ㅋㅋㅋㅋㅋㅋ 바각하나 빨아라 이제부터 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64369,공화당이 근데 백퍼 트럼프 표 안찍으면 어쩔건데?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64370,@좆집스프링어홈런 안찍으면 지들 당자체가 한순간 몰락일텐데 안찍겠냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64371,@좆집스프링어홈런 개무성이 없자나 씹병신악1,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64372,"@좆집스프링어홈런 바이든이 되면 바이든 4년, 해리스 4+4 = 8년 총 12년을 민주당이 해쳐먹을 예정인데 안뽑을 것 같노?? ㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64373,부정선거 드러 나면 어차피 바이든 감방감,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64374,"이딴망상은 대법원부터 이기고 해라 ㅋㅋ

틀레발 ㅁㅈㅎ

틀빵망 ㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64375,트형님 멘사 회원이셔 ㅗㅜㅑ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64376,그거 할려면 부정선거 증거가 지금보다 훨 더 많이 나와야하는데 가능성 없어보임.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64377,"선거무효 ㅋㅋㅋ
지랄하고 자빠졌네",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64378,@프리유 그러게 ㅋㅋ 트럼프는 나가리다 병진들아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64379,@그럴수도있쥬,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64380,@프리유,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64381,음...앞으로 대통령 국민이 봅는 일이 없어질지도....,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64382,"야후일본 댓글도 부정선거타령 존나한다
https://news.yahoo.co.jp/pickup/6375651",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64383,"@다죽는세월호한국호 미국이 친중으로 가면? 일본은 어떻게 되는거냐?
인도 대만 호주 일본 미국
대 중국 방위체제는 ?
일본이 두렵겠다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64384,이론적으로 법적으로 가능함.그러나 정치적 압력은 엄청날것임 가장 중요한게 대다수가 납득할만한 부정 입증임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64385,저딴식으로할거면 중국 공산당이랑 다를게 뭐가있냐 ㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64386,@도여니 공산당은 저런 절차도 없이 그냥 꼴리는대로 하는거고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64387,"@도여니 절차대로 하는거하고
절차 무시하고 하는거하고
구분도 못하는 무식한 짜장&홍어&대깨문들한테 밑밥주지 말아라",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64388,와 단체로 대가리에 총맞았네 ㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
64389,"지금 공화당의 산주류들도 트럼프의 불복행위를 비판하고 있고 보수의 아이콘 볼턴도 맹비난.

미국의 폭스방송 앵커를 비롯해 보수언론인과 지식인들까지 미국 민주주의의 성숙성을 존중하라고 요구하고 있는 상황이란다.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
